totexp,pclothes,pfood,pfoodaway,pfuel,phealthcare,prent,pschool,ptelephone,pvice
11.0,0.0727,0.5,0.0045,0.0327,0.0,0.0,0.0727,0.0636,0.0
2.0,0.0,0.5,0.0,0.025,0.0,0.0,0.015,0.0,0.0
3.0,0.25,0.3333,0.0,0.1067,0.1367,0.0,0.0267,0.0,0.0
8.0,0.0,0.5,0.0,0.0375,0.025,0.0,0.025,0.01,0.0
2.0,0.0,0.25,0.0,0.1175,0.21,0.0,0.0,0.0,0.0
7.0,0.0457,0.7143,0.0,0.05,0.0029,0.0857,0.0,0.0,0.0
0.55,0.0,0.5455,0.0,0.0727,0.0,0.0,0.0,0.0,0.0
8.9,0.0865,0.4494,0.0,0.0337,0.0,0.0,0.0,0.0,0.0
10.71,0.0,0.2801,0.1867,0.1401,0.0,0.0,0.0187,0.0,0.0
4.0,0.0,0.625,0.0125,0.045,0.0,0.0,0.0,0.0,0.105
19.0,0.0789,0.3158,0.0211,0.0263,0.1,0.0,0.2368,0.0737,0.0421
1.5,0.0,0.5333,0.0,0.1333,0.0,0.0,0.04,0.0,0.0
16.0,0.075,0.1875,0.0,0.005,0.0625,0.0,0.0,0.075,0.0
4.0,0.0,0.5,0.025,0.075,0.05,0.0,0.05,0.0,0.0
23.0,0.0,0.3478,0.0,0.0587,0.0478,0.0,0.0,0.013,0.0
16.0,0.0,0.5625,0.0,0.06,0.025,0.0,0.0938,0.0175,0.0
2.9,0.0,0.5172,0.0,0.0345,0.1034,0.0,0.0,0.0,0.0
6.2,0.0,0.3871,0.0,0.1935,0.2653,0.0,0.0,0.0,0.0
1.55,0.0,0.3226,0.0,0.0645,0.3871,0.0,0.0,0.0,0.0
10.0,0.0,0.5,0.02,0.0675,0.045,0.0,0.0,0.04,0.0
4.5,0.0,0.1,0.0111,0.1667,0.0,0.3333,0.0,0.0,0.0
13.0,0.0308,0.5,0.0,0.1923,0.0519,0.0,0.0654,0.0,0.0
3.9,0.0,0.3846,0.0513,0.15,0.0,0.0,0.0,0.2154,0.0
0.6,0.0,0.5,0.0,0.1667,0.0333,0.0,0.0,0.0,0.0
8.0,0.0,0.25,0.0,0.1375,0.0,0.0,0.175,0.0,0.0
0.5,0.0,0.2,0.0,0.13,0.01,0.0,0.0,0.0,0.0
10.0,0.2,0.1,0.0,0.01,0.02,0.0,0.2,0.0,0.0
7.5,0.0867,0.6,0.0,0.0293,0.056,0.0,0.0,0.0,0.0
4.5,0.0,0.2667,0.0,0.0333,0.0556,0.0,0.0,0.0,0.0
3.5,0.0571,0.2286,0.0,0.0286,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.3571,0.0,0.0107,0.0893,0.0,0.0,0.1071,0.0
22.0,0.1091,0.1818,0.0227,0.0918,0.0007,0.0773,0.0,0.0182,0.0
7.0,0.0714,0.8143,0.0,0.0571,0.0,0.0,0.0,0.0,0.0
3.5,0.0,0.5143,0.0,0.0357,0.0086,0.0,0.0,0.0,0.0
5.5,0.0545,0.5455,0.0545,0.0473,0.1836,0.0,0.0018,0.0,0.0
18.0,0.2,0.3889,0.0278,0.065,0.0378,0.0,0.0194,0.0022,0.0
8.0,0.1875,0.1875,0.0,0.0938,0.025,0.0,0.0,0.0088,0.0
28.0,0.0,0.0714,0.0,0.04,0.0,0.0,0.3375,0.1464,0.0
15.5,0.0,0.3871,0.0,0.0645,0.0,0.0,0.0,0.1935,0.0
1.8,0.0,0.2222,0.0611,0.15,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.4167,0.0,0.0117,0.05,0.0,0.0958,0.0117,0.0
10.0,0.022,0.3,0.0,0.019,0.015,0.0,0.08,0.02,0.06
1.6,0.0,0.625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0
4.4,0.0,0.4545,0.0,0.1136,0.0682,0.0,0.0136,0.0,0.0
2.5,0.12,0.4,0.0,0.078,0.0,0.0,0.0,0.2,0.0
3.5,0.0,0.4286,0.0,0.0286,0.0,0.0,0.0,0.04,0.0
1.2,0.0,0.1667,0.0,0.1,0.0375,0.0,0.0167,0.0,0.0
8.0,0.0875,0.225,0.0338,0.0663,0.0575,0.0,0.0,0.0,0.0313
4.0,0.0,0.375,0.0,0.1375,0.0,0.0,0.0,0.0,0.0
2.3,0.3043,0.4348,0.0217,0.0522,0.0,0.0,0.0,0.0,0.0
1.7,0.2059,0.2647,0.0,0.0765,0.0294,0.0,0.0,0.0,0.0
4.0,0.0,0.625,0.0,0.075,0.0,0.0,0.0,0.0,0.0
1.58,0.0,0.3165,0.0,0.1899,0.0633,0.0,0.1266,0.0,0.0
8.8,0.0,0.2273,0.0,0.0341,0.0455,0.0,0.4545,0.0,0.0
7.5,0.0,0.6667,0.0,0.0653,0.0547,0.0,0.0,0.0,0.0
5.0,0.0,0.2,0.0,0.032,0.0,0.0,0.0,0.056,0.0
5.55,0.0991,0.3604,0.0901,0.0901,0.1081,0.0,0.0541,0.0,0.0
20.0,0.0,0.45,0.0,0.0563,0.0,0.2,0.025,0.0,0.0
8.0,0.0,0.75,0.0,0.0063,0.0438,0.0,0.0,0.0,0.0
5.0,0.0,0.4,0.0,0.3,0.03,0.0,0.04,0.0,0.0
9.0,0.0,0.5556,0.0,0.0289,0.0,0.1444,0.05,0.0556,0.0
25.0,0.0,0.6,0.0,0.014,0.0216,0.16,0.008,0.0196,0.0
9.0,0.0,0.2778,0.0,0.0778,0.0,0.1667,0.0278,0.0778,0.0
4.0,0.0,0.5,0.0,0.0338,0.0,0.0,0.175,0.0,0.0
11.5,0.0174,0.8696,0.0,0.0174,0.0,0.0,0.0174,0.1565,0.0
9.5,0.0,0.3158,0.0526,0.0347,0.0789,0.0,0.0,0.0105,0.0
6.0,0.3333,0.2,0.0,0.1125,0.0008,0.0,0.0,0.035,0.0
47.0,0.5106,0.2128,0.0,0.0106,0.0149,0.0128,0.0255,0.1277,0.0
20.0,0.0349,0.19,0.053,0.0038,0.008,0.0,0.0,0.1025,0.0
10.0,0.0,0.5,0.0,0.0465,0.02,0.15,0.0,0.14,0.0
7.0,0.0,0.2857,0.0,0.1143,0.0686,0.0,0.0714,0.0,0.0
9.6,0.0,0.5208,0.0,0.3125,0.1563,0.0,0.0,0.0,0.0
12.0,0.0417,0.05,0.0083,0.0292,0.0583,0.0583,0.0,0.0,0.0
8.0,0.0,0.225,0.0188,0.0475,0.0419,0.0,0.0438,0.0,0.0
2.5,0.0,0.44,0.0,0.08,0.02,0.0,0.0,0.0,0.0
3.0,0.0,0.2833,0.0333,0.1,0.0,0.0,0.0667,0.0,0.0
7.5,0.0,0.4,0.0,0.0667,0.2,0.0,0.0,0.012,0.0133
4.0,0.15,0.175,0.0,0.08,0.0,0.0,0.0,0.0,0.0
1.5,0.0,0.4,0.0,0.0333,0.0,0.0,0.0,0.0,0.02
1.6,0.05,0.5,0.0,0.0094,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.4,0.0,0.06,0.046,0.0,0.0,0.0,0.2
3.0,0.0,0.6667,0.0,0.0333,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.3333,0.0,0.0275,0.0,0.0,0.2833,0.0,0.0
2.6,0.0,0.3846,0.0,0.0308,0.0,0.0,0.0,0.0,0.0
4.5,0.0,0.3333,0.0,0.0889,0.1222,0.0,0.1111,0.0,0.0778
7.0,0.0,0.3571,0.0,0.0571,0.0,0.0,0.0,0.0,0.0
2.5,0.0,0.48,0.02,0.04,0.07,0.0,0.048,0.0,0.0
1.6,0.0,0.5,0.0625,0.0813,0.1875,0.0,0.0,0.0,0.0
4.5,0.0833,0.6667,0.0,0.0311,0.0,0.0,0.0,0.0,0.0
7.0,0.2143,0.2143,0.0714,0.0571,0.0,0.0,0.05,0.0,0.0857
10.0,0.0,0.17,0.05,0.007,0.015,0.0,0.0,0.0,0.0
2.6,0.0,0.6923,0.0,0.0385,0.0,0.0,0.0,0.0,0.0
4.0,0.05,0.5,0.01,0.0175,0.0,0.0,0.0625,0.0,0.0
2.0,0.0,0.4,0.0,0.1,0.0,0.0,0.015,0.0,0.04
5.0,0.081,0.62,0.036,0.012,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.7333,0.0,0.0433,0.0,0.0,0.0,0.0,0.0
1.6,0.0469,0.625,0.0,0.1125,0.0,0.0,0.0125,0.0,0.0
20.0,0.125,0.15,0.0,0.0175,0.0,0.0,0.0,0.035,0.0
5.0,0.0,0.2,0.012,0.04,0.0,0.0,0.3,0.0,0.0
25.0,0.0,0.04,0.04,0.0072,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.4,0.01,0.05,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.1,0.05,0.025,0.0,0.0,0.0,0.05,0.0
2.8,0.0,0.4286,0.0,0.0536,0.0179,0.0,0.0214,0.0,0.0
7.5,0.0,0.3333,0.0133,0.0613,0.0,0.0,0.0493,0.0467,0.0
3.5,0.0,0.2286,0.0,0.0486,0.0429,0.0,0.0086,0.0,0.0
8.2,0.0671,0.3659,0.0305,0.0415,0.0134,0.0,0.0,0.0122,0.0
3.5,0.0,0.4286,0.0143,0.0714,0.1429,0.0,0.0,0.0,0.0
7.0,0.05,0.4286,0.0286,0.0357,0.0,0.0,0.0643,0.0,0.0
3.0,0.0,0.3333,0.0067,0.0833,0.1833,0.0,0.0333,0.0,0.0
4.0,0.045,0.75,0.0,0.0475,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.75,0.0,0.0063,0.0263,0.0,0.0563,0.0,0.0
8.5,0.0,0.2353,0.0,0.0353,0.0235,0.0,0.4412,0.0,0.0882
5.0,0.0,0.56,0.0,0.096,0.02,0.0,0.04,0.0,0.0
8.0,0.0,0.5,0.0,0.0225,0.0075,0.0,0.04,0.0,0.0
4.0,0.0,0.5,0.0,0.0425,0.0,0.0,0.125,0.0,0.0
3.0,0.0,0.2333,0.0667,0.07,0.0267,0.0,0.0,0.0,0.0
3.0,0.0,0.5,0.0,0.1667,0.0067,0.0,0.005,0.0467,0.0
3.0,0.0,0.2667,0.0333,0.0833,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.5,0.0,0.0975,0.0125,0.0,0.0,0.0,0.0
1.2,0.0,0.1667,0.0833,0.0833,0.0,0.0,0.0833,0.0,0.0
1.5,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0
3.5,0.0,0.7143,0.0857,0.0343,0.0,0.0,0.0,0.08,0.0
2.0,0.0,0.25,0.025,0.02,0.005,0.0,0.075,0.0,0.0
5.0,0.156,0.48,0.032,0.036,0.0,0.0,0.0,0.0,0.0
2.2,0.0,0.6818,0.0,0.0455,0.0295,0.0,0.0,0.0,0.0
6.0,0.05,0.3333,0.0,0.0567,0.0292,0.0,0.0,0.0,0.0
5.0,0.0,0.5,0.0,0.06,0.2,0.0,0.0,0.0,0.0
10.5,0.0,0.5714,0.0476,0.0362,0.0286,0.0,0.0,0.0,0.0
2.5,0.256,0.48,0.0,0.04,0.02,0.0,0.0,0.0,0.0
6.0,0.1433,0.75,0.0,0.0067,0.0,0.0,0.0,0.0,0.0
25.0,0.028,0.4,0.012,0.016,0.0,0.0,0.0,0.12,0.0
6.0,0.0,0.75,0.0,0.0333,0.0,0.0,0.0,0.0,0.0
3.5,0.0,0.7143,0.0,0.0286,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.75,0.0125,0.045,0.0625,0.0,0.0,0.0125,0.0
5.0,0.0,0.2,0.0,0.12,0.02,0.0,0.0,0.012,0.2
3.0,0.0,0.6667,0.0,0.0333,0.0333,0.0,0.0,0.0,0.0
3.5,0.0,0.8571,0.0,0.0229,0.0,0.0,0.0,0.0,0.0
3.5,0.0,0.5714,0.0,0.0057,0.0,0.0,0.0,0.0,0.0
6.0,0.075,0.3333,0.0,0.0333,0.105,0.0,0.0,0.0,0.25
2.0,0.275,0.6,0.0,0.0325,0.0,0.0,0.0,0.0,0.0
9.0,0.1889,0.3889,0.0222,0.02,0.0,0.0,0.0,0.0389,0.0
6.0,0.0583,0.6667,0.0,0.0417,0.0167,0.0,0.0,0.0,0.0
25.0,0.04,0.48,0.02,0.04,0.0,0.0,0.0,0.168,0.0
5.5,0.0,0.7273,0.0,0.0182,0.0,0.0,0.0,0.0,0.0
14.0,0.1536,0.5714,0.0214,0.0129,0.0,0.0,0.0,0.0,0.0
13.5,0.137,0.4963,0.0296,0.0148,0.0,0.0,0.0,0.0444,0.0
5.5,0.1382,0.7273,0.0,0.0073,0.0,0.0,0.0,0.0,0.0
3.5,0.0,0.5714,0.0,0.0229,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.3333,0.0167,0.0417,0.0333,0.0,0.0,0.0167,0.0
10.0,0.0,0.4,0.0,0.02,0.0,0.0,0.0,0.0,0.0
6.5,0.0,0.5692,0.0,0.0231,0.1385,0.0,0.0,0.0,0.0
4.8,0.1719,0.5,0.0,0.0146,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.5833,0.0,0.0333,0.04,0.0,0.0,0.0,0.0
3.0,0.0,0.5,0.0,0.0433,0.0,0.0,0.0,0.0,0.0
2.5,0.1,0.56,0.0,0.024,0.0,0.0,0.0,0.0,0.0
4.5,0.0,0.6667,0.0,0.0267,0.0,0.0,0.0,0.0,0.0
36.0,0.1814,0.2778,0.0,0.0528,0.0347,0.0,0.0139,0.0,0.0417
2.4,0.1521,0.3333,0.0,0.0292,0.2083,0.0,0.0,0.0,0.0
6.0,0.0,0.8333,0.0,0.0083,0.0,0.0,0.0,0.0,0.0
4.5,0.1556,0.3333,0.0,0.0511,0.0,0.0,0.0,0.0,0.0
8.0,0.0813,0.5,0.025,0.0688,0.0275,0.0,0.0,0.0,0.0
4.5,0.0556,0.4444,0.0,0.0667,0.0889,0.0,0.0,0.0,0.0556
4.0,0.13,0.625,0.0,0.0875,0.0125,0.0,0.0,0.0,0.0
6.0,0.0,0.6667,0.0,0.05,0.02,0.0,0.0,0.0,0.0
15.0,0.0,0.4,0.0,0.08,0.03,0.0667,0.03,0.0,0.16
4.0,0.0925,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.24,0.5,0.0,0.025,0.0,0.0,0.0313,0.0,0.0
6.0,0.0533,0.6667,0.0,0.0133,0.0,0.0,0.0,0.0,0.0
6.2,0.0,0.3226,0.0,0.0161,0.3065,0.0,0.0,0.0,0.0161
4.0,0.0625,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.6667,0.0167,0.1,0.0083,0.0,0.0,0.0083,0.0
10.6,0.283,0.3774,0.0,0.0613,0.0,0.0,0.0,0.1887,0.0
7.5,0.0,0.6667,0.0,0.0893,0.0053,0.0,0.0,0.0,0.0667
2.8,0.1964,0.4643,0.0286,0.0339,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.25,0.0025,0.15,0.005,0.0,0.0,0.05,0.0
12.0,0.025,0.3083,0.0417,0.0792,0.065,0.0583,0.0104,0.0,0.0
3.5,0.0,0.2857,0.0,0.06,0.0286,0.0,0.0,0.0,0.0
30.0,0.0,0.3333,0.01,0.06,0.0083,0.0,0.0,0.0,0.06
40.0,0.0,0.5,0.005,0.025,0.125,0.0,0.0,0.025,0.0
7.0,0.1786,0.5,0.0,0.0286,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.6,0.0533,0.0667,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.4167,0.0,0.06,0.001,0.0833,0.0292,0.0,0.0
4.5,0.1,0.4444,0.0,0.0222,0.1111,0.0,0.0,0.1556,0.0
9.0,0.1778,0.4444,0.0,0.2011,0.0,0.0,0.0,0.0,0.0
7.0,0.1143,0.7143,0.0,0.0143,0.0,0.0,0.0,0.0,0.0
6.5,0.0077,0.4615,0.0,0.2654,0.0077,0.0,0.0,0.0,0.0
7.0,0.0,0.7143,0.0,0.0429,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.8,0.05,0.03,0.005,0.0,0.0,0.0,0.0
2.2,0.1591,0.5455,0.0,0.0182,0.0,0.0,0.0,0.0,0.0068
15.0,0.0333,0.3333,0.0067,0.1233,0.0333,0.0,0.0,0.0,0.0
5.5,0.0,0.4545,0.0,0.0545,0.0182,0.0,0.0,0.0,0.2727
0.7,0.0,0.7143,0.0286,0.0714,0.0,0.0,0.0,0.0,0.0
6.0,0.1333,0.6667,0.0,0.05,0.0,0.0,0.0,0.0,0.0
7.0,0.0714,0.5,0.0,0.0857,0.0143,0.0,0.0,0.0,0.0
4.5,0.0,0.6667,0.0,0.0667,0.0,0.0,0.0,0.0,0.0
7.5,0.0507,0.2667,0.0,0.04,0.04,0.0,0.0,0.0,0.04
2.4,0.2479,0.4167,0.0333,0.0271,0.025,0.0,0.0,0.0,0.0
4.0,0.04,0.5,0.0,0.05,0.0063,0.0,0.0,0.0,0.0
3.7,0.1622,0.4324,0.0216,0.023,0.0162,0.0,0.0,0.0,0.0
6.0,0.075,0.5,0.0,0.025,0.0333,0.0,0.0,0.0,0.0
1.3,0.3846,0.4615,0.0,0.0615,0.0077,0.0,0.0,0.0,0.0
3.0,0.0,0.2667,0.0,0.0333,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.75,0.0,0.06,0.025,0.0,0.0,0.0,0.0
8.0,0.0,0.5625,0.0,0.025,0.0125,0.0,0.0,0.0,0.0125
7.3,0.1151,0.137,0.0,0.0315,0.0,0.0,0.0,0.0,0.0
7.0,0.3571,0.2857,0.0086,0.0857,0.0,0.0,0.0,0.0143,0.0
4.0,0.0,0.35,0.0,0.0525,0.025,0.0,0.0,0.0,0.0
3.5,0.1,0.5714,0.0,0.0429,0.02,0.0,0.0,0.0,0.0
10.0,0.0,0.3,0.0,0.02,0.0,0.0,0.0,0.1,0.0
2.5,0.0,0.6,0.0,0.04,0.0,0.0,0.0,0.0,0.0
1.7,0.0,0.5882,0.0,0.1765,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.5,0.0,0.022,0.1,0.0,0.0,0.0,0.0
2.0,0.0,0.5,0.0,0.125,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.5,0.0,0.05,0.0,0.0,0.0,0.0,0.0
3.5,0.0,0.5714,0.0,0.0486,0.2286,0.0,0.0,0.0,0.0
11.5,0.087,0.3478,0.0087,0.0304,0.0,0.0,0.0,0.0609,0.0
4.5,0.1333,0.5556,0.0444,0.0556,0.0,0.0,0.0,0.0,0.0
14.8,0.2703,0.1351,0.0,0.0203,0.0,0.0,0.0,0.0,0.0
7.0,0.0557,0.4086,0.0,0.1321,0.0,0.0,0.0029,0.0,0.0
4.3,0.0326,0.2791,0.0,0.0372,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.4545,0.0,0.05,0.3545,0.0,0.0,0.1273,0.0
3.0,0.0,0.5,0.0,0.0833,0.04,0.0,0.0333,0.0,0.0
6.0,0.232,0.5,0.0,0.0417,0.0,0.0,0.0,0.0,0.0
3.8,0.1053,0.3421,0.1053,0.0263,0.0,0.0,0.0,0.0,0.0
4.0,0.0625,0.5,0.0,0.03,0.05,0.0,0.0,0.0,0.0
6.0,0.0,0.3333,0.0833,0.04,0.4333,0.0,0.0,0.0,0.0
4.0,0.0,0.5,0.0,0.075,0.125,0.0,0.0,0.0,0.0
4.0,0.095,0.25,0.0,0.125,0.0,0.0,0.075,0.225,0.0
6.535,0.0,0.3826,0.0,0.0536,0.1377,0.0,0.0,0.0765,0.0
5.5,0.0,0.5455,0.0,0.0436,0.0909,0.0,0.0,0.0,0.0
4.0,0.275,0.5,0.0,0.045,0.0,0.0,0.0,0.0,0.0
3.5,0.0,0.7143,0.0,0.0686,0.0,0.0,0.0,0.0,0.0
3.1,0.0,0.6452,0.0,0.0645,0.0,0.0,0.0,0.1355,0.0
7.0,0.1,0.5,0.0,0.0286,0.0214,0.0,0.0,0.0,0.0
2.5,0.0,0.6,0.0,0.016,0.01,0.0,0.0,0.0,0.0
5.5,0.0,0.4545,0.0,0.0436,0.1273,0.0,0.0,0.1273,0.0
12.0,0.1333,0.4167,0.0667,0.0333,0.0,0.0,0.0,0.0467,0.0
4.5,0.0622,0.4444,0.0889,0.1111,0.0622,0.0,0.0,0.0,0.0
3.2,0.0,0.1563,0.0,0.0625,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.8333,0.0,0.04,0.2,0.0,0.0,0.0,0.0
3.0,0.0,0.5,0.0,0.07,0.2133,0.0,0.0,0.0,0.0
2.9,0.0,0.4483,0.0,0.069,0.0,0.0,0.0,0.0,0.0
5.7,0.5351,0.1754,0.0,0.0351,0.0,0.0,0.0,0.0,0.0
4.5,0.0,0.3333,0.0,0.0889,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.2,0.0,0.07,0.07,0.0,0.0,0.0,0.0
12.0,0.1667,0.4167,0.0,0.0208,0.0,0.0,0.0,0.0583,0.0
12.0,0.0,0.4167,0.0,0.0417,0.0333,0.0,0.0,0.0375,0.0
2.5,0.0,0.6,0.0,0.056,0.0,0.0,0.0,0.0,0.0
6.42,0.0,0.3115,0.0,0.0312,0.0,0.0,0.0,0.0,0.0
3.5,0.0,0.7143,0.0,0.0457,0.0457,0.0,0.0,0.0,0.0
6.0,0.0,0.3,0.0833,0.025,0.1167,0.0,0.0,0.0583,0.0
3.5,0.0,0.7143,0.0,0.0543,0.0,0.0,0.0,0.0,0.0
3.6,0.0,0.5556,0.0,0.05,0.0444,0.0,0.0,0.0,0.0
7.5,0.0,0.4,0.0,0.0267,0.0133,0.0,0.0,0.0,0.0667
5.7,0.1316,0.2632,0.0,0.0316,0.0,0.0,0.0,0.0982,0.0
3.0,0.0,0.6667,0.0,0.0567,0.1,0.0,0.0,0.0,0.0
3.5,0.0,0.7143,0.0,0.0686,0.0,0.0,0.0,0.0,0.0
2.58,0.0,0.3876,0.0349,0.0581,0.1085,0.0,0.0,0.0,0.0
1.5,0.0867,0.4667,0.0,0.0333,0.02,0.0,0.0133,0.0,0.0
1.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0
1.2,0.0,0.4167,0.0,0.0667,0.25,0.0,0.0,0.0,0.0
2.8,0.0,0.5357,0.0,0.1071,0.0357,0.0,0.0,0.0,0.0
10.0,0.45,0.25,0.02,0.045,0.05,0.0,0.0,0.0,0.02
4.0,0.0,0.25,0.0,0.0375,0.0625,0.0,0.0,0.0,0.0
1.6,0.0,0.625,0.0,0.0625,0.0188,0.0,0.0,0.0,0.0
3.6,0.0347,0.2778,0.0,0.0417,0.0056,0.0,0.0,0.0,0.0
4.0,0.0,0.4,0.375,0.0425,0.025,0.0,0.0,0.0,0.0
5.8,0.0,0.2586,0.0,0.1379,0.0,0.0,0.0,0.0,0.0862
10.0,0.0,0.5,0.06,0.012,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.35,0.0,0.0525,0.0,0.0,0.0,0.0,0.0
3.5,0.0,0.5714,0.0,0.0857,0.0,0.0,0.0,0.0,0.0
16.0,0.275,0.1563,0.0,0.0431,0.025,0.0,0.0,0.0109,0.0
1.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0
5.0,0.04,0.4,0.0,0.06,0.0,0.0,0.0,0.0,0.0
4.7,0.0,0.1383,0.0,0.0128,0.0,0.0,0.0,0.0,0.0
2.5,0.12,0.18,0.04,0.1,0.0,0.0,0.0,0.0,0.0
13.0,0.1923,0.2308,0.0231,0.0385,0.2308,0.0,0.0,0.0,0.0769
6.0,0.0833,0.1,0.0,0.0667,0.0917,0.0,0.0667,0.0,0.0
1.2,0.0,0.6667,0.0,0.0833,0.0417,0.0,0.0,0.0,0.0
9.0,0.1111,0.4444,0.0056,0.1111,0.1111,0.0,0.0056,0.0,0.0
5.0,0.16,0.6,0.006,0.024,0.0,0.0,0.0,0.0,0.0
7.82,0.0,0.2302,0.0639,0.0281,0.0192,0.0,0.0256,0.0,0.0
15.0,0.0,0.1333,0.0,0.036,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0667,0.025,0.1667,0.25,0.0,0.0,0.0,0.0
11.0,0.0,0.2273,0.0,0.0091,0.0,0.0,0.0473,0.1527,0.0
2.5,0.0,0.2,0.0,0.12,0.0,0.0,0.0,0.0,0.0
4.588,0.3269,0.218,0.0,0.0436,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.5,0.03,0.0667,0.04,0.0,0.0667,0.0,0.0
5.0,0.16,0.4,0.004,0.04,0.0,0.0,0.24,0.0,0.0
15.0,0.18,0.1333,0.002,0.1067,0.0,0.0,0.0,0.2667,0.0
5.0,0.0,0.16,0.0,0.03,0.0,0.0,0.0,0.0,0.056
15.0,0.1993,0.1267,0.1667,0.0033,0.1,0.0,0.04,0.0,0.0
2.5,0.0,0.48,0.0,0.16,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.2857,0.0,0.0,0.0286,0.0,0.0,0.0,0.0
9.5,0.0,0.3158,0.0211,0.0368,0.0737,0.0,0.0421,0.0,0.0
2.0,0.0,0.5,0.0,0.05,0.0,0.0,0.0,0.0,0.0
2.5,0.2,0.2,0.04,0.04,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.6667,0.0,0.0667,0.0333,0.0,0.0,0.0,0.0
8.0,0.375,0.25,0.0,0.0875,0.125,0.0,0.0,0.0,0.0175
8.0,0.0,0.375,0.0,0.0538,0.0,0.0,0.0938,0.0,0.025
4.3,0.5349,0.1163,0.0,0.014,0.0233,0.0,0.0,0.0,0.0
1.2,0.0,0.4167,0.0,0.0625,0.0417,0.0,0.0,0.0,0.0
6.0,0.0533,0.5,0.0,0.0083,0.0083,0.0,0.0,0.0,0.0
16.0,0.0,0.4688,0.0,0.075,0.0,0.0094,0.0938,0.0,0.0
2.5,0.4,0.32,0.0,0.064,0.016,0.0,0.0,0.0,0.0
